06/11/2024 12:00:00 AM,Devonshire,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0,X
06/12/2024 12:00:00 AM,Foothill,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0,
06/12/2024 12:00:00 AM,Central,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",23,F
06/12/2024 12:00:00 AM,Wilshire,VANDALISM - MISDEAMEANOR ($399 OR UNDER),25,F
06/12/2024 12:00:00 AM,Olympic,"VEHICLE, STOLEN - OTHER (MOTORIZED SCOOTERS, BIKES, ETC)",0,
06/12/2024 12:00:00 AM,Wilshire,VEHICLE - STOLEN,0,
06/12/2024 12:00:00 AM,Central,THEFT PLAIN - PETTY ($950 & UNDER),51,M
06/12/2024 12:00:00 AM,Central,"DEFRAUDING INNKEEPER/THEFT OF SERVICES, $950 & UNDER",0,X
06/12/2024 12:00:00 AM,Harbor,VEHICLE - STOLEN,0,
06/12/2024 12:00:00 AM,Newton,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",66,F
06/12/2024 12:00:00 AM,Newton,TRESPASSING,0,M
06/12/2024 12:00:00 AM,Foothill,VEHICLE - STOLEN,0,
06/12/2024 12:00:00 AM,Southeast,THEFT OF IDENTITY,33,F
06/12/2024 12:00:00 AM,Olympic,VEHICLE - STOLEN,0,
06/12/2024 12:00:00 AM,Pacific,THEFT PLAIN - PETTY ($950 & UNDER),34,F
06/12/2024 12:00:00 AM,Southwest,BURGLARY FROM VEHICLE,58,F
06/12/2024 12:00:00 AM,Hollywood,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0,
06/12/2024 12:00:00 AM,Devonshire,VEHICLE - STOLEN,0,
06/12/2024 12:00:00 AM,Mission,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),34,F
06/12/2024 12:00:00 AM,Newton,TRESPASSING,0,M
06/12/2024 12:00:00 AM,Central,TRESPASSING,0,M
06/12/2024 12:00:00 AM,Central,TRESPASSING,0,X
06/12/2024 12:00:00 AM,Olympic,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0,
06/12/2024 12:00:00 AM,Northeast,VEHICLE - STOLEN,0,
06/12/2024 12:00:00 AM,Newton,VEHICLE - STOLEN,0,
06/12/2024 12:00:00 AM,Newton,TRESPASSING,0,M
06/12/2024 12:00:00 AM,Wilshire,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0,X
06/12/2024 12:00:00 AM,West Valley,THEFT PLAIN - PETTY ($950 & UNDER),40,M
06/12/2024 12:00:00 AM,Central,TRESPASSING,0,M
06/12/2024 12:00:00 AM,Van Nuys,BIKE - STOLEN,35,M
06/12/2024 12:00:00 AM,Newton,TRESPASSING,0,M
06/13/2024 12:00:00 AM,Southwest,THEFT PLAIN - PETTY ($950 & UNDER),23,M
06/13/2024 12:00:00 AM,Central,THEFT PLAIN - PETTY ($950 & UNDER),0,X
06/13/2024 12:00:00 AM,Harbor,THEFT PLAIN - PETTY ($950 & UNDER),66,F
06/13/2024 12:00:00 AM,Olympic,THEFT PLAIN - PETTY ($950 & UNDER),34,F
06/13/2024 12:00:00 AM,Devonshire,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0,X
06/13/2024 12:00:00 AM,Pacific,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),28,F
06/13/2024 12:00:00 AM,Pacific,BIKE - STOLEN,21,M
06/13/2024 12:00:00 AM,Central,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0,X
06/13/2024 12:00:00 AM,Hollywood,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),71,M
06/13/2024 12:00:00 AM,West Valley,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0,M
06/13/2024 12:00:00 AM,77th Street,VEHICLE - STOLEN,0,
06/13/2024 12:00:00 AM,Rampart,TRESPASSING,0,X
06/13/2024 12:00:00 AM,West Valley,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",24,M
06/13/2024 12:00:00 AM,Mission,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",43,F
06/13/2024 12:00:00 AM,Mission,VEHICLE - STOLEN,0,
06/13/2024 12:00:00 AM,Pacific,THEFT PLAIN - PETTY ($950 & UNDER),32,M
06/13/2024 12:00:00 AM,77th Street,VEHICLE - STOLEN,0,
06/13/2024 12:00:00 AM,Foothill,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0,X
06/13/2024 12:00:00 AM,West Valley,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),54,M
06/13/2024 12:00:00 AM,Central,TRESPASSING,0,X
06/13/2024 12:00:00 AM,Foothill,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0,
06/13/2024 12:00:00 AM,Topanga,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0,M
06/13/2024 12:00:00 AM,Topanga,THEFT OF IDENTITY,20,M
06/13/2024 12:00:00 AM,Foothill,THEFT OF IDENTITY,30,M
06/13/2024 12:00:00 AM,Mission,THEFT OF IDENTITY,39,M
06/13/2024 12:00:00 AM,Van Nuys,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0,
06/14/2024 12:00:00 AM,77th Street,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",40,F
06/14/2024 12:00:00 AM,Newton,TRESPASSING,0,M
06/14/2024 12:00:00 AM,Wilshire,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),55,X
06/14/2024 12:00:00 AM,Southwest,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0,
06/14/2024 12:00:00 AM,Harbor,OTHER MISCELLANEOUS CRIME,0,M
06/14/2024 12:00:00 AM,West Valley,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0,M
06/14/2024 12:00:00 AM,77th Street,VEHICLE - STOLEN,0,
06/14/2024 12:00:00 AM,Southwest,VEHICLE - STOLEN,0,
06/14/2024 12:00:00 AM,N Hollywood,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0,M
06/14/2024 12:00:00 AM,Harbor,BURGLARY FROM VEHICLE,43,F
06/14/2024 12:00:00 AM,Hollywood,PIMPING,21,F
06/14/2024 12:00:00 AM,Newton,VEHICLE - STOLEN,0,
06/14/2024 12:00:00 AM,Wilshire,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0,
06/14/2024 12:00:00 AM,Foothill,THEFT OF IDENTITY,50,F
06/14/2024 12:00:00 AM,Wilshire,THEFT PLAIN - PETTY ($950 & UNDER),20,M
06/14/2024 12:00:00 AM,Topanga,BURGLARY FROM VEHICLE,55,F
06/14/2024 12:00:00 AM,Central,VEHICLE - STOLEN,0,
06/14/2024 12:00:00 AM,Topanga,BURGLARY FROM VEHICLE,50,F
06/14/2024 12:00:00 AM,Southeast,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),0,X
06/14/2024 12:00:00 AM,Newton,BURGLARY FROM VEHICLE,22,F
06/14/2024 12:00:00 AM,Topanga,VEHICLE - STOLEN,0,
06/14/2024 12:00:00 AM,West Valley,THEFT PLAIN - PETTY ($950 & UNDER),34,F
06/14/2024 12:00:00 AM,Harbor,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0,M
06/14/2024 12:00:00 AM,Olympic,THEFT OF IDENTITY,24,F
